,0,coordinates,latitude,longitude,lat_long,coord_tuple
27,BEDOK NTH AVE 2,"{'address_components': [{'long_name': 'Bedok North Avenue 2', 'short_name': 'Bedok North Ave 2', 'types': ['route']}, {'long_name': 'Bedok', 'short_name': 'Bedok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bedok North Ave 2, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.333734, 'lng': 103.931801}, 'southwest': {'lat': 1.3272111, 'lng': 103.9296256}}, 'location': {'lat': 1.3306131, 'lng': 103.9306035}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.333734, 'lng': 103.9320622802915}, 'southwest': {'lat': 1.3272111, 'lng': 103.9293643197085}}}, 'place_id': 'ChIJdRU2Hkw92jERCXb-kbVGbN0', 'types': ['route']}",1.3306131,103.9306035,1.3306131%2C103.9306035,"[None, None]"
28,BEDOK STH AVE 3,"{'address_components': [{'long_name': 'Bedok', 'short_name': 'Bedok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bedok, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3480498, 'lng': 103.9646009}, 'southwest': {'lat': 1.3018529, 'lng': 103.8961778}}, 'location': {'lat': 1.3236038, 'lng': 103.9273405}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 1.3480498, 'lng': 103.9646009}, 'southwest': {'lat': 1.3018529, 'lng': 103.8961778}}}, 'partial_match': True, 'place_id': 'ChIJpVt39rMi2jERD2-YBlmmdLU', 'types': ['neighborhood', 'political']}",1.3236038,103.9273405,1.3236038%2C103.9273405,"[None, None]"
29,SIN MING RD,"{'address_components': [{'long_name': 'Sin Ming Road', 'short_name': 'Sin Ming Rd', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Sin Ming Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3599545, 'lng': 103.8404655}, 'southwest': {'lat': 1.3523585, 'lng': 103.8346685}}, 'location': {'lat': 1.3559014, 'lng': 103.8377447}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3599545, 'lng': 103.8404655}, 'southwest': {'lat': 1.3523585, 'lng': 103.8346685}}}, 'place_id': 'ChIJXWKE6yQX2jERIK5FD8Q70gA', 'types': ['route']}",1.3559014,103.8377447,1.3559014%2C103.8377447,"[None, None]"
30,SIN MING AVE,"{'address_components': [{'long_name': 'Sin Ming Avenue', 'short_name': 'Sin Ming Ave', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Sin Ming Ave, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3641033, 'lng': 103.8419148}, 'southwest': {'lat': 1.3570796, 'lng': 103.8274226}}, 'location': {'lat': 1.3633048, 'lng': 103.8360951}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3641033, 'lng': 103.8419148}, 'southwest': {'lat': 1.3570796, 'lng': 103.8274226}}}, 'place_id': 'ChIJzQ6RQiYX2jERNOJZ44mg5ns', 'types': ['route']}",1.3633048,103.8360951,1.3633048%2C103.8360951,"[None, None]"
31,BISHAN ST 12,"{'address_components': [{'long_name': 'Bishan Street 12', 'short_name': 'Bishan Street 12', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bishan Street 12, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3477394, 'lng': 103.8536908}, 'southwest': {'lat': 1.3446422, 'lng': 103.8477121}}, 'location': {'lat': 1.3463575, 'lng': 103.850828}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3477394, 'lng': 103.8536908}, 'southwest': {'lat': 1.3446422, 'lng': 103.8477121}}}, 'place_id': 'ChIJIyPXXxMX2jERN1vEpHuz_wA', 'types': ['route']}",1.3463575,103.850828,1.3463575%2C103.850828,"[None, None]"
32,BISHAN ST 13,"{'address_components': [{'long_name': 'Bishan Street 13', 'short_name': 'Bishan Street 13', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bishan Street 13, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3511026, 'lng': 103.8549591}, 'southwest': {'lat': 1.3458053, 'lng': 103.8491615}}, 'location': {'lat': 1.3493515, 'lng': 103.8539786}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3511026, 'lng': 103.8549591}, 'southwest': {'lat': 1.3458053, 'lng': 103.8491615}}}, 'place_id': 'ChIJ56KbvhMX2jERcrsoAVaQ5mg', 'types': ['route']}",1.3493515,103.8539786,1.3493515%2C103.8539786,"[None, None]"
33,BISHAN ST 22,"{'address_components': [{'long_name': 'Bishan Street 22', 'short_name': 'Bishan Street 22', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bishan Street 22, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3611137, 'lng': 103.8484368}, 'southwest': {'lat': 1.3534586, 'lng': 103.8419148}}, 'location': {'lat': 1.3573661, 'lng': 103.8452482}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3611137, 'lng': 103.8484368}, 'southwest': {'lat': 1.3534586, 'lng': 103.8419148}}}, 'place_id': 'ChIJdWxogRgX2jER1IvL_0z-fY4', 'types': ['route']}",1.3573661,103.8452482,1.3573661%2C103.8452482,"[None, None]"
34,BISHAN ST 24,"{'address_components': [{'long_name': 'Bishan Street 24', 'short_name': 'Bishan Street 24', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bishan Street 24, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.357581, 'lng': 103.8451757}, 'southwest': {'lat': 1.3554622, 'lng': 103.8437264}}, 'location': {'lat': 1.3565862, 'lng': 103.844408}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.357870580291502, 'lng': 103.8458000302915}, 'southwest': {'lat': 1.355172619708498, 'lng': 103.8431020697085}}}, 'place_id': 'ChIJ05V9hCIX2jERv1bR4fPHwoM', 'types': ['route']}",1.3565862,103.844408,1.3565862%2C103.844408,"[None, None]"
35,BISHAN ST 23,"{'address_components': [{'long_name': 'Bishan Street 23', 'short_name': 'Bishan St. 23', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapura', 'short_name': 'Singapura', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bishan St. 23, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3581627, 'lng': 103.8484368}, 'southwest': {'lat': 1.3552247, 'lng': 103.8455381}}, 'location': {'lat': 1.3570608, 'lng': 103.8465231}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3581627, 'lng': 103.8484368}, 'southwest': {'lat': 1.3552247, 'lng': 103.8455381}}}, 'place_id': 'ChIJa7ByUBgX2jER4gB5TE_FeQQ', 'types': ['route']}",1.3570608,103.8465231,1.3570608%2C103.8465231,"[None, None]"
36,BRIGHT HILL DR,"{'address_components': [{'long_name': 'Bright Hill Drive', 'short_name': 'Bright Hill Dr', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bright Hill Dr, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3605871, 'lng': 103.8335816}, 'southwest': {'lat': 1.3550182, 'lng': 103.8303209}}, 'location': {'lat': 1.3574913, 'lng': 103.8319525}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3605871, 'lng': 103.8335816}, 'southwest': {'lat': 1.3550182, 'lng': 103.8303209}}}, 'place_id': 'ChIJ-RVBZS8X2jERZ__q3W6WD8o', 'types': ['route']}",1.3574913,103.8319525,1.3574913%2C103.8319525,"[None, None]"
37,SHUNFU RD,"{'address_components': [{'long_name': 'Shunfu Road', 'short_name': 'Shunfu Rd', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Shunfu Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3535303, 'lng': 103.8397861}, 'southwest': {'lat': 1.3511657, 'lng': 103.8359139}}, 'location': {'lat': 1.3520019, 'lng': 103.8374497}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.353696980291502, 'lng': 103.8397861}, 'southwest': {'lat': 1.350999019708498, 'lng': 103.8359139}}}, 'place_id': 'ChIJW80lnjsX2jERyVC4YkA4eX4', 'types': ['route']}",1.3520019,103.8374497,1.3520019%2C103.8374497,"[None, None]"
38,BT BATOK ST 34,"{'address_components': [{'long_name': 'Bukit Batok Street 34', 'short_name': 'Bukit Batok Street 34', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok Street 34, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.363991, 'lng': 103.7514544}, 'southwest': {'lat': 1.3636325, 'lng': 103.7488293}}, 'location': {'lat': 1.3637652, 'lng': 103.7499928}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.365160730291502, 'lng': 103.7514908302915}, 'southwest': {'lat': 1.362462769708498, 'lng': 103.7487928697085}}}, 'place_id': 'ChIJR2xwOzUQ2jERrrhDHbtg8Dc', 'types': ['route']}",1.3637652,103.7499928,1.3637652%2C103.7499928,"[None, None]"
39,BT BATOK ST 51,"{'address_components': [{'long_name': 'Bukit Batok Street 51', 'short_name': 'Bukit Batok Street 51', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok Street 51, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3565992, 'lng': 103.7518165}, 'southwest': {'lat': 1.355487, 'lng': 103.7488293}}, 'location': {'lat': 1.3556701, 'lng': 103.7506292}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.357392080291502, 'lng': 103.7518165}, 'southwest': {'lat': 1.354694119708498, 'lng': 103.7488293}}}, 'place_id': 'ChIJx8Z4lDcQ2jERFoLaorDlaWg', 'types': ['route']}",1.3556701,103.7506292,1.3556701%2C103.7506292,"[None, None]"
40,BT BATOK ST 11,"{'address_components': [{'long_name': 'Bukit Batok Street 11', 'short_name': 'Bukit Batok Street 11', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok Street 11, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3509918, 'lng': 103.7448466}, 'southwest': {'lat': 1.3487846, 'lng': 103.7421311}}, 'location': {'lat': 1.349818, 'lng': 103.7433344}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.351237180291502, 'lng': 103.7448466}, 'southwest': {'lat': 1.348539219708498, 'lng': 103.7421311}}}, 'place_id': 'ChIJS9vSYTwQ2jERRmNuW6akii0', 'types': ['route']}",1.349818,103.7433344,1.349818%2C103.7433344,"[None, None]"
41,BT BATOK ST 52,"{'address_components': [{'long_name': 'Bukit Batok Street 52', 'short_name': 'Bukit Batok Street 52', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok Street 52, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3575385, 'lng': 103.7549847}, 'southwest': {'lat': 1.3522509, 'lng': 103.7513639}}, 'location': {'lat': 1.3562086, 'lng': 103.7534358}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3575385, 'lng': 103.7549847}, 'southwest': {'lat': 1.3522509, 'lng': 103.7513639}}}, 'place_id': 'ChIJT6cc6UcQ2jEReyTxJO09vEI', 'types': ['route']}",1.3562086,103.7534358,1.3562086%2C103.7534358,"[None, None]"
42,BT BATOK ST 21,"{'address_components': [{'long_name': 'Bukit Batok Street 21', 'short_name': 'Bukit Batok Street 21', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok Street 21, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3481694, 'lng': 103.7564331}, 'southwest': {'lat': 1.3450845, 'lng': 103.7499156}}, 'location': {'lat': 1.3465004, 'lng': 103.7533553}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3481694, 'lng': 103.7564331}, 'southwest': {'lat': 1.3450845, 'lng': 103.7499156}}}, 'place_id': 'ChIJRcN1F0AQ2jERSYhrhRdgju0', 'types': ['route']}",1.3465004,103.7533553,1.3465004%2C103.7533553,"[None, None]"
43,BT BATOK EAST AVE 5,"{'address_components': [{'long_name': 'Bukit Batok East Avenue 5', 'short_name': 'Bukit Batok East Ave 5', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok East Ave 5, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3587151, 'lng': 103.7578815}, 'southwest': {'lat': 1.3481235, 'lng': 103.7506397}}, 'location': {'lat': 1.3532617, 'lng': 103.7549128}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3587151, 'lng': 103.7578815}, 'southwest': {'lat': 1.3481235, 'lng': 103.7506397}}}, 'place_id': 'ChIJfZ9jpUcQ2jERPZf-Cmm0m_g', 'types': ['route']}",1.3532617,103.7549128,1.3532617%2C103.7549128,"[None, None]"
44,BT BATOK WEST AVE 6,"{'address_components': [{'long_name': 'Bukit Batok West Avenue 6', 'short_name': 'Bukit Batok West Ave 6', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok West Ave 6, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3587907, 'lng': 103.7477431}, 'southwest': {'lat': 1.3458378, 'lng': 103.7376055}}, 'location': {'lat': 1.3534631, 'lng': 103.7429384}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3587907, 'lng': 103.7477431}, 'southwest': {'lat': 1.3458378, 'lng': 103.7376055}}}, 'place_id': 'ChIJ7UpFJDwQ2jERW6LzuCPHTuM', 'types': ['route']}",1.3534631,103.7429384,1.3534631%2C103.7429384,"[None, None]"
45,BT BATOK CTRL,"{'address_components': [{'long_name': 'Bukit Batok Central Road', 'short_name': 'Bukit Batok Central Rd', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok Central Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3528704, 'lng': 103.7535364}, 'southwest': {'lat': 1.3469849, 'lng': 103.7477431}}, 'location': {'lat': 1.3502993, 'lng': 103.7497723}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3528704, 'lng': 103.7535364}, 'southwest': {'lat': 1.3469849, 'lng': 103.7477431}}}, 'place_id': 'ChIJGbbXMD8Q2jERh6LE1E9-hig', 'types': ['route']}",1.3502993,103.7497723,1.3502993%2C103.7497723,"[None, None]"
46,BT BATOK WEST AVE 8,"{'address_components': [{'long_name': 'Bukit Batok West Avenue 8', 'short_name': 'Bukit Batok West Ave. 8', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok West Ave. 8, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3622744, 'lng': 103.7462948}, 'southwest': {'lat': 1.3458461, 'lng': 103.7376055}}, 'location': {'lat': 1.3554152, 'lng': 103.739702}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3622744, 'lng': 103.7462948}, 'southwest': {'lat': 1.3458461, 'lng': 103.7376055}}}, 'place_id': 'ChIJVahhojwQ2jERYwaPZAioUTk', 'types': ['route']}",1.3554152,103.739702,1.3554152%2C103.739702,"[None, None]"
47,BT BATOK EAST AVE 4,"{'address_components': [{'long_name': 'Bukit Batok East Avenue 4', 'short_name': 'Bukit Batok East Ave 4', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok East Ave 4, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3498732, 'lng': 103.7608689}, 'southwest': {'lat': 1.3472529, 'lng': 103.756071}}, 'location': {'lat': 1.3494737, 'lng': 103.758536}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.349912030291502, 'lng': 103.7608689}, 'southwest': {'lat': 1.347214069708498, 'lng': 103.756071}}}, 'place_id': 'ChIJs1E50EMQ2jERmJmcX5Waugs', 'types': ['route']}",1.3494737,103.758536,1.3494737%2C103.758536,"[None, None]"
48,BT BATOK ST 31,"{'address_components': [{'long_name': 'Bukit Batok Street 31', 'short_name': 'Bukit Batok Street 31', 'types': ['route']}, {'long_name': 'Bukit Batok', 'short_name': 'Bukit Batok', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Bukit Batok Street 31, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3598959, 'lng': 103.751726}, 'southwest': {'lat': 1.3563788, 'lng': 103.7488293}}, 'location': {'lat': 1.3581686, 'lng': 103.749039}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3598959, 'lng': 103.751726}, 'southwest': {'lat': 1.3563788, 'lng': 103.7488293}}}, 'place_id': 'ChIJ99NXTzYQ2jERDdUbTSaajKo', 'types': ['route']}",1.3581686,103.749039,1.3581686%2C103.749039,"[None, None]"
